"","Scenario","SLR","Rainfall","maxcontents","maxstructure","df10cm","bruun_factor","Av_ppl"
"1484",1484,0.83,0.9,1706.76,6480,0.07,77,2.2
"1485",1485,0.56,6.7,1440.99,7169,0.06,69,2.8
"1486",1486,0.05,28.5,747.54,6417,-0.02,74,2.7
"1487",1487,0.08,-4.3,1058.11,7099,-0.06,65,2.2
"1488",1488,0.23,5.8,1848.04,5889,-0.08,60,2.5
"1489",1489,0.4,21,2351.45,8363,0.07,40,2.9
"1490",1490,0.78,9.9,1430.6,7569,-0.01,85,2.6
"1491",1491,0.04,19,2174.27,8404,-0.06,76,2.3
"1492",1492,0.62,11.6,1986.23,5508,-0.05,68,2.7
"1493",1493,0.04,17.9,1486.5,6863,0.07,33,2.5
"1494",1494,0.32,21.9,739.21,5517,-0.03,16,2.4
"1495",1495,0.36,8.5,1231.27,4834,0.07,55,2.1
"1496",1496,0.27,17.1,2320.01,6080,0.03,21,2.2
"1497",1497,0.19,-0.5,2327.97,4525,-0.06,55,2.7
"1498",1498,0.12,18.8,1827.72,4339,0.01,59,2.8
"1499",1499,0.88,14,1531.41,5947,0.06,43,3
"1500",1500,0.05,-6.6,2074.77,8201,-0.04,12,2.8
"1501",1501,0.94,3.7,1568.97,6096,-0.04,26,3
"1502",1502,0.38,14.1,1710.85,4917,-0.04,75,2.2
"1503",1503,0.07,10.7,2305.31,7686,0.01,12,2.4
"1504",1504,0.75,-5.5,1091.02,6822,0.02,22,2
"1505",1505,0.54,-7.6,1159.91,9550,0.03,13,2.6
"1506",1506,0.02,8.7,1891.97,4774,-0.04,87,2.5
"1507",1507,0.83,17.1,1894.27,4828,-0.06,92,2.2
"1508",1508,0.8,5.8,2470.04,4864,-0.03,79,2.3
"1509",1509,0.48,-4,1575.89,5099,0.02,80,2.2
"1510",1510,0.59,9.6,1488.59,4600,0.07,66,2.7
"1511",1511,0.05,15.3,2245.1,7511,0.09,34,2.1
"1512",1512,0.23,10.4,1502.09,7798,-0.01,62,2.3
"1513",1513,0.9,14.7,2410.56,5012,-0.02,63,2.1
"1514",1514,0.3,16.8,756.23,9286,0.08,25,2.7
"1515",1515,0.95,-5.1,883.19,6479,-0.1,42,2.4
"1516",1516,0.52,26.6,766.16,4663,0.07,54,2.6
"1517",1517,0.67,27,1998.4,9440,0.03,32,2.4
"1518",1518,0.31,22.6,2194.49,9807,0.03,71,2.1
"1519",1519,0.09,17.8,1041.41,6507,-0.04,29,2.7
"1520",1520,0.98,-0.6,878.8,9281,0.09,92,2
"1521",1521,0.06,7.7,2289.73,5277,0.09,75,2.8
"1522",1522,0.69,22.8,1609.37,4221,-0.03,82,2.3
"1523",1523,0.66,-0.7,1473.3,4557,0.07,64,2.2
"1524",1524,0.89,16.3,1446.58,6881,0.04,41,2.5
"1525",1525,0.62,-7.9,1798.11,4005,-0.07,90,3
"1526",1526,0.62,28.5,1823.04,6840,0.01,30,3
"1527",1527,0.14,-6.7,688.4,9944,-0.09,34,2.8
"1528",1528,0.41,27.2,1325.15,6680,0.03,36,2.6
"1529",1529,0.24,3.4,2346.14,4758,0.01,81,2.4
"1530",1530,0.29,0.6,798.01,5129,0.09,84,2.6
"1531",1531,0.81,0.8,815.37,7999,-0.03,73,2.6
"1532",1532,0.52,-9,1974.08,5681,-0.04,22,2.2
"1533",1533,0.65,19.5,1912.67,9491,-0.06,39,2.2
"1534",1534,0.1,-3.4,1890.19,6051,0.08,44,2.4
"1535",1535,0.23,18,1774.29,5121,-0.02,88,2.4
"1536",1536,0.26,22.6,957.64,7338,-0.03,87,2.1
"1537",1537,0.25,10.5,1298.27,9087,0.02,88,2.6
"1538",1538,0.43,-9.7,2119.67,8530,-0.1,70,3
"1539",1539,0.76,20.3,1081.51,5252,-0.06,18,2.7
"1540",1540,0.01,4.6,953.75,7269,0.05,48,2.5
"1541",1541,0.85,29.5,802.36,6904,0,25,2.3
"1542",1542,0.42,-3.8,1746.52,8101,0.02,74,2.1
"1543",1543,0.36,22.7,1096.23,9182,0.1,89,2.5
"1544",1544,0.41,1.1,1510.61,8056,-0.04,46,2.3
"1545",1545,0.48,0.9,564.47,5190,0.03,25,2.8
"1546",1546,0.53,9.2,573.75,9341,0.03,26,2.9
"1547",1547,0.45,13.5,1629.92,5501,0.01,29,2.6
"1548",1548,0,18.6,561.52,7401,0.05,93,2.8
"1549",1549,0.51,26,2184.29,4301,-0.09,43,2.7
"1550",1550,0.91,8.1,766.93,7960,-0.06,53,2.8
"1551",1551,0.15,-4.8,1243.86,6055,0.02,18,2.8
"1552",1552,0.16,20,1408.94,9791,0,33,2.9
"1553",1553,0.29,26.1,594.99,8280,-0.04,12,2.3
"1554",1554,0.77,8.9,1449.18,7485,0.07,35,2.2
"1555",1555,0.94,4.2,2255.69,7242,0,82,3
"1556",1556,0.74,3.4,2288.12,5357,-0.07,17,2.9
"1557",1557,0.33,26,1636.6,4507,-0.05,34,2.7
"1558",1558,0.95,-3.9,2220.46,7446,-0.07,42,2.4
"1559",1559,0.91,-2.8,768.68,4554,0.04,63,2.1
"1560",1560,0.2,-5.3,1896.48,5285,0.09,56,2.6
"1561",1561,0.81,-0.1,2149.62,7777,-0.04,20,2.1
"1562",1562,0.52,19.4,1902.87,6128,-0.02,23,2.6
"1563",1563,0.62,8.1,1345.98,8287,0.02,91,2.9
"1564",1564,0.11,23.9,1716.3,9654,0.02,84,2
"1565",1565,0.99,28.1,1158.69,8505,-0.06,94,2
"1566",1566,0.12,15.6,1904.39,7750,-0.07,59,2.2
"1567",1567,0.91,12.3,855.7,4873,0.04,18,2.4
"1568",1568,0.19,-3.2,1671.49,8572,0.06,32,2.1
"1569",1569,0.48,26.9,1361.23,9809,0,87,2.7
"1570",1570,0.12,-5.1,976.66,5200,0.06,46,2.6
"1571",1571,0.9,16.6,707.4,7980,0.05,21,2.5
"1572",1572,0.1,24.6,1016.29,4326,-0.05,48,2.5
"1573",1573,0.45,29.5,2166.78,8114,0.06,20,2.7
"1574",1574,0.91,-0.9,2043.43,6760,0.02,14,2.4
"1575",1575,0.47,27,1781.63,4669,0.08,71,2.4
"1576",1576,0.85,29.1,1534.3,7963,-0.05,36,3
"1577",1577,0.94,14.3,1071.75,4486,0.09,64,2.4
"1578",1578,0.89,9.6,780.91,9782,0.08,24,2.8
"1579",1579,0.15,2.3,1546.26,7873,-0.03,23,2.2
"1580",1580,0.16,-0.9,1519.04,6899,-0.08,19,2.7
"1581",1581,0.26,21.9,1605.55,5412,-0.03,59,2.4
"1582",1582,0.24,8.3,756.84,6197,-0.07,41,2.8
"1583",1583,0.74,16.7,2488.16,8719,0.01,27,2.7
"1584",1584,0.68,-0.3,1467.45,8049,0.06,66,2.3
"1585",1585,0.98,-3.7,1523.13,8118,-0.05,19,2.8
"1586",1586,0.92,2.6,1982.66,5428,0.01,77,2.8
"1587",1587,0.22,7,2228.38,6511,-0.01,80,2.4
"1588",1588,0.05,2.1,2040.02,9660,0.05,97,2.4
"1589",1589,0.04,9.2,748.82,7936,-0.02,77,2
"1590",1590,0.27,8.6,1905.92,4749,-0.07,41,2.5
"1591",1591,0.35,5.5,1909.96,6979,-0.03,13,2.3
"1592",1592,0.77,20.3,1990.38,5022,0.04,86,2.7
"1593",1593,0.35,-5.7,2194.07,7797,0.06,88,2.7
"1594",1594,0.27,12,866.4,7319,0.01,70,3
"1595",1595,0.44,17.5,1848.75,4244,0.07,50,2.5
"1596",1596,0.83,8,1004.25,5673,-0.03,73,2.9
"1597",1597,0.13,20,909.59,6716,0.04,28,2.9
"1598",1598,0.22,-9,2039.8,9382,-0.02,33,2.3
"1599",1599,0.94,13.3,839.75,8970,-0.06,91,2.4
"1600",1600,0.13,1.7,2163.07,9039,0,85,2.9
"1601",1601,0.63,0.8,919.21,9379,-0.05,86,2.1
"1602",1602,0.46,7,1289.11,5653,-0.04,89,2.8
"1603",1603,0.88,2,2370.88,5809,0.09,17,2.2
"1604",1604,0.46,14.3,2407.82,5941,-0.02,90,2.3
"1605",1605,0.7,-8.3,2060.53,9568,-0.07,37,2.6
"1606",1606,0.52,14.4,1075.93,6046,0.04,77,2.2
"1607",1607,0.05,-1,1802.52,4540,-0.1,16,3
"1608",1608,0.99,-6.3,2089.35,5453,0.02,53,2.4
"1609",1609,0.86,-5.7,1549.31,7296,-0.08,53,2.7
"1610",1610,0.79,4.5,1098.32,4987,0.04,59,2.9
"1611",1611,0.79,-8.9,702.78,7483,-0.1,56,2.2
"1612",1612,0.37,3.3,1711.28,8840,-0.09,69,2.2
"1613",1613,0.66,8,1892.83,5367,-0.05,93,2.4
"1614",1614,0.29,14.2,1292.78,8271,0.06,49,2.6
"1615",1615,0.1,23.8,2440.07,7581,-0.03,58,2.5
"1616",1616,0.3,0.2,2059.99,4690,0.1,41,2.1
"1617",1617,0.86,14.8,1960.02,7020,0.07,52,2.6
"1618",1618,0.06,-8.6,1922.51,5080,0.07,84,2.6
"1619",1619,0.16,17.9,2478.4,5024,0.04,94,2.3
"1620",1620,0.32,12.6,2271.05,5475,0.07,59,2.5
"1621",1621,0.57,-8.1,1675.11,7656,0.05,17,2.7
"1622",1622,0.61,-8,1305.73,4285,-0.05,21,2.9
"1623",1623,0.55,25.2,1300.29,5892,0.08,33,3
"1624",1624,0.39,10,1604.29,6631,-0.04,88,2.3
"1625",1625,0.43,12.1,2157.86,6047,-0.04,17,2.8
"1626",1626,0.62,1.5,2368.55,4420,0.06,57,2.7
"1627",1627,0.04,0.3,2017.82,9430,-0.08,15,2.8
"1628",1628,0.6,28.5,685.1,8249,-0.03,99,2.4
"1629",1629,0.11,18.3,2399.61,7478,-0.01,42,2.8
"1630",1630,0.6,14.1,1840.28,5034,0.04,17,2
"1631",1631,0.56,27.3,830.52,4329,-0.09,38,2.9
"1632",1632,0.76,2.9,1127.1,4903,0.05,82,2.6
"1633",1633,0.02,23.8,1355.49,5226,0.09,53,2.3
"1634",1634,0.52,28.7,1779.65,6551,-0.02,81,2.7
"1635",1635,0.26,26.8,1301.64,6302,0.07,54,2.9
"1636",1636,0.01,18.6,1087.5,7249,-0.08,15,2.2
"1637",1637,0.27,-9.4,1370.75,5807,0.03,29,2.3
"1638",1638,0.53,19.4,610.24,8329,0.05,100,2.3
"1639",1639,0.78,11.4,569.91,5272,-0.04,27,2.2
"1640",1640,0.33,-8.5,1957.54,6169,0.06,54,2.8
"1641",1641,0.69,25.7,1135.21,4595,-0.01,35,2.5
"1642",1642,0.77,-5.8,1393.56,5998,0.08,70,2.8
"1643",1643,0.1,5.3,542.2,5899,-0.01,52,2.7
"1644",1644,0.45,15,2430.84,7531,-0.09,81,2.4
"1645",1645,0.13,8.1,778.66,5896,0.02,95,2.8
"1646",1646,0.01,26.4,1757.96,9090,-0.03,53,2.1
"1647",1647,0.45,8.8,1462.99,6468,0.04,38,2.9
"1648",1648,0.01,15.8,1488.13,7853,0.1,80,2.4
"1649",1649,0.06,24.5,1177.85,8196,-0.02,40,2.7
"1650",1650,0.84,25.9,1852.31,4204,0.06,81,2.1
"1651",1651,0.08,3.4,994.15,9844,-0.03,41,2.9
"1652",1652,0.68,11.5,1773.44,7455,0.07,15,2.1
"1653",1653,0.48,27.8,1463.54,6620,-0.05,40,2.1
"1654",1654,0.14,13.7,1077.47,8905,-0.08,54,2.1
"1655",1655,0.1,4.6,942.24,7145,0.06,35,2.9
"1656",1656,0.6,28.6,2309.33,4760,-0.03,97,2.8
"1657",1657,0.58,16.7,1339.68,8146,-0.04,24,2.1
"1658",1658,0.29,14.1,1141.25,4235,-0.07,71,2.1
"1659",1659,0.82,-5.3,1266,8307,0.03,32,2.5
"1660",1660,0.55,-0.6,2201.24,7310,-0.05,26,3
"1661",1661,0.17,10.4,883.27,7470,0.07,72,2.7
"1662",1662,0.08,-2.3,1805.5,8847,-0.03,40,2.5
"1663",1663,0.3,26.9,1709.18,7103,0.1,47,2.6
"1664",1664,0.62,11.6,2333.83,9898,0.05,19,2.5
"1665",1665,0.86,-1.3,1179.62,8504,0.02,13,2.9
"1666",1666,0.88,-6.9,2379.22,9697,0,95,2.1
"1667",1667,0.14,24.9,1353.32,5754,0.03,39,2.6
"1668",1668,0.63,-6.4,1596.82,6929,-0.01,55,2.6
"1669",1669,0.86,9.5,2195.38,5455,0.05,84,2.2
"1670",1670,0.46,28.4,636.83,5440,-0.01,99,2
"1671",1671,0.29,-5.5,1341.28,7406,0.08,40,2.4
"1672",1672,0.96,8.3,914.9,7618,-0.03,31,2.4
"1673",1673,0.95,1.3,1211.92,6673,0,75,2.3
"1674",1674,0.4,0.2,2053.15,4611,-0.09,36,2.2
"1675",1675,0.94,18,2092.77,6294,0,24,3
"1676",1676,0.23,22.8,2408.83,4602,0.01,54,2.6
"1677",1677,0.86,10.1,2332.97,5875,-0.01,84,2.6
"1678",1678,0.72,-3.6,1196.27,4312,-0.09,66,2.1
"1679",1679,0.67,28.3,2109.67,4985,-0.02,68,2.5
"1680",1680,0.38,10.1,1999.47,6383,-0.01,41,2.4
"1681",1681,0.5,26.2,947.57,8418,0.09,32,2.6
"1682",1682,0.47,25.2,701.72,6337,-0.06,98,2.9
"1683",1683,0.85,16.3,896.67,6962,-0.01,15,2.2
"1684",1684,0.14,22.4,1521.37,8615,0.03,54,2.6
"1685",1685,0.38,22.6,1917.1,4724,-0.09,82,2.7
"1686",1686,0.26,25.7,1898.45,8886,-0.03,14,2.9
"1687",1687,0.37,23.1,2119.07,5434,0,57,2.3
"1688",1688,0.19,13.5,2172.32,4782,-0.05,23,2.5
"1689",1689,0.74,18.7,976.91,6514,0.04,87,2.6
"1690",1690,0.72,-2.9,2195.03,7863,0,83,2.5
"1691",1691,0.05,-9.6,611.86,4237,0.09,19,3
"1692",1692,0.48,-4.3,1438.5,8565,-0.1,90,2.6
"1693",1693,0.66,-0.5,2366.03,9092,0.01,62,2.1
"1694",1694,0.71,19.9,1825.24,6070,0.03,40,2.8
"1695",1695,0.3,13.7,1223.71,5587,0.02,61,2.8
"1696",1696,0.95,1.1,1815.82,4053,0.07,62,2.3
"1697",1697,0.79,-3.9,2062.57,8882,0.01,22,2.5
"1698",1698,0.62,5.5,1881.56,7473,0.05,74,2.9
"1699",1699,0.3,3.8,2392.04,8093,0.03,45,2.8
"1700",1700,0.62,3.9,740.56,7774,0.02,29,2.1
"1701",1701,0.62,-8.1,1832.04,8801,0.06,64,3
"1702",1702,0.75,19.9,1856.09,5602,-0.06,31,2.6
"1703",1703,0.16,-0.7,2425.29,6975,-0.02,89,2.4
"1704",1704,0.78,20.8,810.59,5350,-0.09,78,2.6
"1705",1705,0.87,-3.5,1266.68,4935,0.04,32,2.1
"1706",1706,0.06,2.2,2413.28,4947,0.09,47,2.5
"1707",1707,0.33,21.8,1291.26,9037,0,65,2.9
"1708",1708,0.87,11.9,1506.54,9811,0.03,26,2.6
"1709",1709,0.33,-6.6,656.5,9295,0.03,89,2.2
"1710",1710,0.98,1.9,530.27,4651,0.02,68,2.4
"1711",1711,0.15,-7.4,1955.45,5788,0.03,45,2.6
"1712",1712,0.99,22.5,1371.61,4532,0.09,59,2.7
"1713",1713,0.23,19.7,677.94,8768,-0.06,98,2.2
"1714",1714,0.99,7.5,701.15,7707,-0.07,46,2.2
"1715",1715,0.9,-5,930.55,8179,-0.09,20,2.1
"1716",1716,0.47,6.3,879.19,9783,0.05,57,2.9
"1717",1717,0.79,28.6,2265.62,4988,0.03,12,2.7
"1718",1718,0.93,16.4,1784.83,4867,-0.08,68,2.6
"1719",1719,0.64,7.3,1800.72,9004,-0.08,31,2.7
"1720",1720,0.16,11,927.85,7933,0.09,76,2.8
"1721",1721,0.04,15.9,2212.95,8641,-0.07,62,2.4
"1722",1722,0.31,10.6,1298.57,9893,-0.06,77,2.2
"1723",1723,0.32,-7.8,915.22,8562,0.01,96,2.9
"1724",1724,0.73,7.3,1183.48,6185,-0.09,71,2.2
"1725",1725,0.61,0.7,1000.92,9912,-0.08,87,2.8
"1726",1726,0.46,2.8,974.42,8999,0.08,25,3
"1727",1727,0.17,15.9,1397.74,9243,-0.05,65,2.2
"1728",1728,0.84,-0.4,2058.21,8368,0.04,67,2.6
"1729",1729,0.49,27.6,777.71,4787,0.02,41,2.8
"1730",1730,0.17,-7.2,1455.12,9030,0.02,38,2.1
"1731",1731,0.12,28.4,593.05,6431,-0.03,68,2.7
"1732",1732,0.04,13.6,2287.68,5193,-0.08,26,2.4
"1733",1733,0.14,18.6,1772.49,6590,0.09,27,2.4
"1734",1734,0.09,23.6,2185.23,6426,-0.06,17,2.1
"1735",1735,0.48,21.8,2086.55,4451,0.08,51,2.4
"1736",1736,0.01,22.8,607.61,8787,0.06,33,2.4
"1737",1737,0.24,15.7,1338.56,5553,0.07,61,2.7
"1738",1738,0.46,13.3,883.74,9304,0.02,33,2.9
"1739",1739,0.48,14.3,2463.98,4218,-0.07,58,2.9
"1740",1740,0.81,20.3,578.41,6418,0.04,98,2.1
"1741",1741,0.12,24.4,1991.97,8567,0.08,92,2.4
"1742",1742,0.15,28.7,908.81,8258,0.02,89,2.4
"1743",1743,0.74,18.4,772.65,4366,0.06,11,2.7
"1744",1744,0.95,5.5,2076.69,8700,-0.01,36,2.5
"1745",1745,0.8,5.3,808.12,8924,-0.05,95,2.1
"1746",1746,0.9,22.5,745.65,6123,-0.01,55,2.4
"1747",1747,0.61,-9.7,1853.54,6075,0.01,57,2.6
"1748",1748,0.02,-6,1808.01,6487,-0.02,82,2.5
"1749",1749,0.09,19.6,514.94,4998,-0.05,86,2.7
"1750",1750,0.87,-9.8,1140.92,4504,-0.04,84,2.7
"1751",1751,0.96,26.5,2257.43,9686,-0.06,21,2.9
"1752",1752,0.09,-7.8,2337.74,5533,0.01,32,2.2
"1753",1753,0.4,12.5,1295.64,6394,-0.02,14,2.7
"1754",1754,0.85,10.1,845.17,5935,0.06,71,2.5
"1755",1755,0.38,0.7,661.73,8003,0.03,19,3
"1756",1756,0.91,-9.9,1272.89,9143,-0.02,92,2.2
"1757",1757,0.74,24.1,2321.22,7380,-0.09,90,2.4
"1758",1758,0.48,13.2,2235.22,8650,-0.01,38,2.8
"1759",1759,0.07,29.6,1203.49,5464,-0.06,99,2
"1760",1760,1,11.3,1949.78,9725,0.04,42,2.6
"1761",1761,0.3,19.1,1447.86,4162,0.09,82,2.9
"1762",1762,0.49,23.9,917.1,6125,0.06,55,2.4
"1763",1763,0.04,8,648.1,4832,-0.07,98,2.7
"1764",1764,0.24,-5.9,2067.22,5829,0.04,92,2.2
"1765",1765,0.56,-0.5,1862.74,5647,-0.01,76,2.2
"1766",1766,0.33,6.4,691.6,8851,0.08,56,2.4
"1767",1767,0.07,8.2,1135.73,9756,-0.05,16,2.4
"1768",1768,0.12,5.7,1219.57,9790,0.08,72,2.5
"1769",1769,0.51,11.1,1795.69,8555,0.01,23,2.5
"1770",1770,0,10.9,2126.43,6707,0.09,28,2.3
"1771",1771,0.66,12.2,1112.18,5996,-0.06,61,2.5
"1772",1772,0.01,1.7,2446.12,6732,0.07,76,2.1
"1773",1773,0.21,6.9,1837.74,6104,0.1,22,2.7
"1774",1774,0.02,23.4,946.07,6594,-0.05,24,2.2
"1775",1775,0.2,22.2,1048.94,7854,0.07,70,2.7
"1776",1776,0.25,4.8,1725.59,8021,0.03,26,2.6
"1777",1777,0.65,12.2,2002.28,6838,-0.02,34,2.2
"1778",1778,0.96,25.2,1640.89,5711,-0.04,60,2.4
"1779",1779,0.1,-7,2244.52,5967,0.09,68,2.2
"1780",1780,0.96,6.8,1920.71,7044,-0.06,10,3
"1781",1781,0.38,21.3,1461.13,8760,-0.08,28,2.2
"1782",1782,0.79,0.8,758.82,7055,-0.02,68,2.6
"1783",1783,0.37,-3.5,2477.94,4385,0.02,17,2.2
"1784",1784,0,24.8,2065.56,7910,-0.05,96,2.8
"1785",1785,0.86,1.1,1556.27,7610,-0.07,79,2.1
"1786",1786,0.87,9.5,1987.98,6396,-0.09,32,2.1
"1787",1787,0.7,7.2,1175,7246,0.03,71,2.3
"1788",1788,0.17,3.1,1031.31,6910,0.03,58,2.7
"1789",1789,0.42,-2.7,1993.4,9724,0.09,95,2.5
"1790",1790,0.53,9,1501.2,9309,0.05,22,2.8
"1791",1791,0.09,-1.5,1144.84,9652,-0.04,62,2.3
"1792",1792,0.85,22.5,695.29,8668,-0.01,50,2.5
"1793",1793,0.08,-3.4,2116.33,6214,-0.07,11,2.4
"1794",1794,0.56,16.5,1442.13,7960,0,25,2.3
"1795",1795,0.26,6,903.12,8313,-0.07,63,2.2
"1796",1796,0.63,21.1,532.01,6669,0.09,45,2.8
"1797",1797,0.02,25.2,726.28,8362,-0.08,17,2.8
"1798",1798,0.9,19.1,1162.45,8178,0.06,47,2.5
"1799",1799,0.23,-7,1717.25,8802,0.09,16,2.4
"1800",1800,0.86,26.5,1576.19,9565,-0.01,57,2.7
"1801",1801,0.94,1.3,1865.05,4474,0.05,54,2.2
"1802",1802,0.92,12.7,997.25,8324,0.09,48,2.8
"1803",1803,0.3,13.2,2224.21,4688,0.09,20,2.4
"1804",1804,0.77,6.7,1049.43,4037,-0.06,94,2
"1805",1805,0.66,-9.2,2280.68,9290,-0.09,61,2.9
"1806",1806,0.65,3.4,690.52,5369,-0.06,94,2.5
"1807",1807,0.84,16.9,708.76,8605,0.07,58,2.6
"1808",1808,0.42,15.9,1424.66,6612,-0.08,97,2.5
"1809",1809,0.85,2.5,2400.46,5199,0.07,59,2.2
"1810",1810,0.83,-2.1,1268.46,8169,0.02,98,2.8
"1811",1811,0.42,21.6,1884.17,6672,-0.03,72,2.5
"1812",1812,0.33,1.8,1560.53,5790,0,78,2.3
"1813",1813,0.27,11.5,1906.64,4670,-0.07,63,2
"1814",1814,0.85,13.1,2231.23,6388,-0.03,99,3
"1815",1815,0.31,11.9,1641.26,7109,0.09,51,2.9
"1816",1816,0.24,4.8,758.69,8010,0.05,37,2.6
"1817",1817,0.8,14,2427.05,5288,0.07,99,2.6
"1818",1818,0.42,1.3,1932.29,8912,-0.09,64,2.5
"1819",1819,0.63,-6.2,1552.49,8535,-0.06,80,2.1
"1820",1820,0.38,27.8,1124.17,4861,0.08,69,2.2
"1821",1821,0.46,3.8,1172.62,8449,-0.07,72,2.9
"1822",1822,0.89,26,1549.95,5049,0.03,97,2.9
"1823",1823,0.72,9.3,1502.83,5877,0.05,32,2.6
"1824",1824,0.95,10.8,696.85,5822,0.05,59,3
"1825",1825,0.2,13.6,1017.52,9227,-0.05,54,2.6
"1826",1826,0.75,1.5,1884.71,4638,0.08,58,2.6
"1827",1827,1,21.4,1648.1,7072,-0.07,44,2.9
"1828",1828,0.13,-7.6,1181.8,5008,-0.08,19,2.3
"1829",1829,0.45,27.2,2120.93,9781,-0.08,44,2.4
"1830",1830,0.31,16.4,1771.67,9396,0.08,53,2.5
"1831",1831,0.13,15.4,2152.19,4493,-0.02,38,2.4
"1832",1832,0.66,12.3,845.45,5266,-0.03,44,2.6
"1833",1833,0.15,15.6,1786.69,5231,-0.07,85,2.8
"1834",1834,0.09,29.1,1356.7,9246,0.06,67,2.4
"1835",1835,0.31,22.1,2386.49,4580,-0.1,11,2.2
"1836",1836,0.65,-5.7,1583.91,7651,0.03,52,2.5
"1837",1837,0.72,28.8,1220.74,4482,-0.07,26,2.2
"1838",1838,0.23,4.6,689.34,5131,-0.1,73,2.3
"1839",1839,0.58,10.6,1018.72,9629,-0.08,56,2.6
"1840",1840,0.34,-0.1,1070.65,6527,0.06,49,2.1
"1841",1841,0.06,9.9,2047.75,6424,0.05,11,2.4
"1842",1842,0.24,2,1067.11,5432,-0.05,64,2.3
"1843",1843,0.41,7.1,938.4,7679,-0.08,36,2.4
"1844",1844,0.47,29.1,1046.36,4778,-0.04,61,2.8
"1845",1845,0.93,2.8,1904.48,9914,-0.09,72,2.7
"1846",1846,0.77,20.2,1673.32,4152,-0.02,60,2.3
"1847",1847,0.09,7.8,1211.57,9938,0.04,26,2.5
"1848",1848,0.3,4,2180.61,5219,0.03,37,3
"1849",1849,0.1,10.8,1172.82,5219,0.06,30,2.3
"1850",1850,0.51,25.6,2106.82,8031,-0.02,58,2.8
"1851",1851,0.4,13.4,1697.4,5385,0.02,45,2.1
"1852",1852,0.46,9.5,1580.9,8987,0.02,59,2.7
"1853",1853,0.21,-5.5,2153.29,4356,-0.09,47,2.9
"1854",1854,0.2,-8.9,2042.1,5078,0.08,59,2.7
"1855",1855,0.04,0,1769.05,6931,-0.03,99,2.1
"1856",1856,0.71,9.8,1264.49,9300,-0.05,94,2.2
"1857",1857,0.68,29,1157.36,6387,0.05,76,2.6
"1858",1858,0.05,-9.1,2064.45,8444,0.02,60,2.6
"1859",1859,0.32,8.6,1213.24,6439,0.06,60,2.3
"1860",1860,0.76,23.1,2042.98,6717,0.02,72,2
"1861",1861,0.41,29.7,1572.85,4017,-0.07,21,2.4
"1862",1862,0,16.7,2103.45,8836,-0.04,50,2.3
"1863",1863,0.05,24,2401.33,4808,0.03,71,2.8
"1864",1864,0.57,28.4,2274.13,4764,0.03,26,2
"1865",1865,0.6,16.5,2456.67,9044,-0.07,37,2
"1866",1866,0.1,8.7,1121.92,6190,-0.05,64,2.4
"1867",1867,0.05,25.6,1062.42,8004,0.09,91,2.8
"1868",1868,0.4,2.6,1444.52,6375,-0.07,39,3
"1869",1869,0.2,-8.9,1013.16,8747,-0.04,76,2.6
"1870",1870,0.73,12.6,743.62,4234,-0.02,58,2.9
"1871",1871,0.73,-5.9,1200.14,5536,-0.06,92,2.9
"1872",1872,0.24,29.3,2323.56,8408,-0.02,29,2.7
"1873",1873,0.87,2.2,2242.66,8497,0.06,88,2.2
"1874",1874,0.78,-9.8,570.59,7408,0.06,97,2.1
"1875",1875,0.96,16.3,1164.02,4776,0.08,75,2.8
"1876",1876,0.39,12.9,1720.83,6721,-0.01,35,2.9
"1877",1877,0.87,26.8,661.22,5251,0.01,91,2.8
"1878",1878,0.95,-9.1,1175.94,7055,0.03,34,2.7
"1879",1879,0.35,-9.2,1597.84,8688,-0.02,59,2.6
"1880",1880,0.63,26,1755.95,8415,-0.01,32,2
"1881",1881,0.84,20.1,1169.33,6579,-0.05,24,3
"1882",1882,0.3,9.9,1794.72,8819,-0.03,38,2.6
"1883",1883,0.84,7.5,2103.69,8945,-0.03,84,2.1
"1884",1884,0.49,24,2003.22,6536,-0.04,44,2.2
"1885",1885,0.49,21.4,1327.87,8210,-0.08,61,2.2
"1886",1886,0.47,8.8,940.89,5093,0.09,47,3
"1887",1887,0.55,13.7,1646.05,7717,-0.05,55,2.9
"1888",1888,0.1,5.7,1268.39,6330,-0.06,92,2.6
"1889",1889,0.89,6.3,2472.99,5958,-0.07,23,2.6
"1890",1890,0.73,10.9,1843.08,9560,0.08,47,2
"1891",1891,0.27,19.4,1274.66,9875,-0.08,18,2.5
"1892",1892,0.9,-7.8,2297.84,5386,0.03,90,3
"1893",1893,0.96,-4.9,857.84,6973,-0.09,31,2.4
"1894",1894,0.07,6.8,2074.4,9422,0.04,50,2.7
"1895",1895,0.56,16.5,1284.28,5309,0.05,40,2.7
"1896",1896,0.32,10.7,1473,5477,-0.08,66,2.4
"1897",1897,0.39,29.3,2110.83,7577,-0.03,54,2.2
"1898",1898,0.79,7.5,2080.81,4665,-0.02,49,2.3
"1899",1899,0.06,-3,1984.77,5579,-0.05,38,2.3
"1900",1900,0.96,-8.4,2381.81,9074,-0.08,23,2.1
"1901",1901,0.31,-8.2,1162.2,9320,-0.03,83,2.7
"1902",1902,0.31,8.8,2136.31,8309,-0.05,46,2.4
"1903",1903,0.12,-5.7,1059.47,6694,-0.01,10,2.7
"1904",1904,0.42,25.5,954.73,8284,-0.1,91,2.2
"1905",1905,0.7,4.8,2239.8,6253,-0.05,18,2.2
