"","Case","l_sub","a_poly","b_poly","c_poly","c_star","t_star","r_sea","m_str","m_con","a_ppl","d_i","r_str","r_con","r_ppl","r","slr","rate_op1","rate_op2","rate_op3","rate_op4"
"1105",1105,0,0,2.7,0.027,19.42,77,0.88,0.06,0,0.39,-0.09,-9e-04,-6e-04,0.004,0.088,1.98,32,44,67,87
"1106",1106,0,0,2.08,0.04,12.62,37,0.82,-0.02,0.06,0.44,-0.09,-4e-04,-1e-04,-0.004,0.037,1.35,32,32,30,73
"1107",1107,0,0,2.85,0.002,15.35,42,0.91,-0.09,0.05,-0.03,0.01,2e-04,-8e-04,-0.003,0.088,1.29,32,30,86,37
"1108",1108,0,0,3.07,0.051,15.97,53,0.8,-0.03,-0.02,0.45,0.07,6e-04,3e-04,-0.001,0.097,1.21,26,29,48,44
"1109",1109,0,0,1.28,0.062,5.41,36,0.93,-0.02,0.05,0.17,-0.01,-5e-04,0.001,-0.002,0.046,1.41,40,49,39,83
"1110",1110,0,0,2.96,0.036,11.13,72,0.95,0.01,0.05,-0.23,0.02,-1e-04,6e-04,0,0.044,1.07,39,47,73,95
"1111",1111,0,0,1.74,0.05,2.98,61,0.95,-0.03,0.09,0.08,-0.04,-9e-04,1e-04,0.003,0.044,1.05,31,36,75,59
"1112",1112,0,0,3.35,0.053,13.24,84,0.8,-0.09,0.01,-0.44,0.01,0,3e-04,-0.001,0.092,0.69,29,38,94,45
"1113",1113,0,0,1.42,0.055,17.16,42,0.81,0.07,-0.09,-0.3,-0.04,-4e-04,8e-04,0.001,0.079,0.64,34,25,28,28
"1114",1114,0,0,3.4,0.008,11.14,57,0.98,0.07,0,-0.05,0.06,-6e-04,-1e-04,-0.004,0.038,0.01,45,48,53,53
"1115",1115,0,0,3.51,0.022,18.77,84,0.85,-0.05,-0.1,0.45,-0.1,-0.001,-1e-04,-0.004,0.044,0.5,36,26,78,86
"1116",1116,0,0,3.02,0.008,19,98,0.98,0.05,-0.06,-0.27,-0.05,8e-04,8e-04,-0.001,0.071,0.79,28,29,79,80
"1117",1117,0,0,2.15,-0.003,8.33,37,0.85,-0.02,0.08,0.1,-0.09,6e-04,-8e-04,-0.001,0.032,0.78,26,36,40,27
"1118",1118,0,0,2.44,0.047,3.5,75,0.85,0.03,0.02,0.06,0.09,0.001,5e-04,0.002,0.091,0.01,29,48,34,83
"1119",1119,0,0,2.21,0.055,0.98,98,0.9,0.09,0.04,-0.1,0.07,8e-04,7e-04,0.001,0.058,0.08,36,46,64,94
"1120",1120,0,0,2.65,0.03,2.45,39,0.87,0.1,0,-0.26,-0.09,4e-04,7e-04,0.003,0.04,0.22,41,41,66,56
"1121",1121,0,0,2.38,0.014,11.6,61,0.87,-0.02,0.07,0.31,0.07,-4e-04,-7e-04,0,0.1,0.07,37,31,62,29
"1122",1122,0,0,3.33,0.065,18.5,40,0.83,0,0.04,0.34,0.07,-7e-04,-2e-04,-0.005,0.068,0.85,48,41,69,41
"1123",1123,0,0,1.01,0.028,18.84,74,0.97,0.02,0,-0.29,0.05,7e-04,-7e-04,-0.003,0.048,0.04,26,30,59,34
"1124",1124,0,0,2.6,-0.004,0.14,49,0.97,0.06,-0.04,0.32,-0.05,0,0,0.001,0.049,1.96,37,48,33,91
"1125",1125,0,0,1.97,0.054,18.42,99,0.82,0.02,-0.04,-0.26,-0.01,6e-04,0,0.001,0.04,0.2,46,41,58,87
"1126",1126,0,0,1.66,0.035,5.81,97,1,-0.09,0.04,-0.25,-0.04,4e-04,-8e-04,0.003,0.091,1.02,35,43,57,58
"1127",1127,0,0,1.05,0.026,11.83,55,0.84,0.09,0.08,-0.16,-0.09,-1e-04,-1e-04,-0.004,0.091,1.18,48,28,84,37
"1128",1128,0,0,3.36,0.009,3.77,50,0.88,-0.02,0.02,0.44,-0.05,2e-04,3e-04,0.001,0.085,0.49,47,32,50,71
"1129",1129,0,0,1.43,0.016,8.33,52,1,-0.01,0.08,-0.13,-0.01,7e-04,-9e-04,0,0.072,1.18,29,43,40,60
"1130",1130,0,0,3.02,0.041,1.29,85,0.92,-0.09,-0.02,0.01,-0.02,-6e-04,-3e-04,-0.001,0.065,1.12,31,28,56,34
"1131",1131,0,0,2.57,0.019,10.27,81,0.87,0.03,-0.05,0.09,-0.07,1e-04,-9e-04,0.001,0.045,0.62,47,37,38,57
"1132",1132,0,0,3.18,0.046,13.14,55,0.93,0.05,0.1,0.25,-0.09,3e-04,4e-04,0.005,0.088,1.88,49,31,80,84
"1133",1133,0,0,3.12,0.045,7.84,53,0.89,0.07,-0.09,-0.4,-0.04,2e-04,9e-04,-0.001,0.084,1.81,30,36,61,88
"1134",1134,0,0,2.7,0.038,9.28,67,0.86,-0.05,0.09,0.23,0.04,-1e-04,0,-0.004,0.068,1.19,46,31,83,67
"1135",1135,0,0,3.45,0.051,12.85,82,0.88,-0.07,0.07,0.03,-0.07,1e-04,-9e-04,0.001,0.093,1.47,26,39,65,83
"1136",1136,0,0,2.56,0.031,17.85,40,0.92,0,-0.09,-0.05,-0.01,-0.001,0,-0.001,0.08,0.52,40,36,86,28
"1137",1137,0,0,1.09,0.021,7.28,87,0.91,-0.05,-0.09,0.16,-0.06,5e-04,-1e-04,-0.002,0.07,0.75,37,41,54,75
"1138",1138,0,0,1.55,0.015,14.84,35,0.87,0.03,-0.06,0.25,0.09,7e-04,4e-04,0.002,0.066,0.97,29,32,61,64
"1139",1139,0,0,2.09,0.019,4.86,56,0.91,-0.01,-0.07,-0.15,0.05,-2e-04,0,-0.004,0.092,0,38,45,41,44
"1140",1140,0,0,2.08,0.051,11.19,72,0.91,0.06,0.07,0.07,-0.07,-5e-04,3e-04,0.001,0.069,0.1,37,39,94,28
"1141",1141,0,0,3.25,0.007,13.51,96,0.94,-0.06,0.1,0.01,-0.05,-9e-04,4e-04,0.004,0.089,0.27,39,29,46,63
"1142",1142,0,0,1.79,0.062,0.29,46,0.92,0.07,-0.09,-0.11,-0.06,-4e-04,-5e-04,0,0.038,0.93,38,41,65,64
"1143",1143,0,0,1.7,0.039,4.63,59,0.81,0.01,0.03,-0.45,-0.07,-0.001,-1e-04,0.001,0.045,0.79,25,38,35,34
"1144",1144,0,0,1.36,0.015,1.48,44,0.94,-0.08,0.02,-0.42,-0.09,8e-04,-8e-04,0.002,0.049,0.78,33,46,29,80
"1145",1145,0,0,3.62,0.031,7.14,64,0.81,-0.02,-0.03,0.49,-0.06,-3e-04,6e-04,-0.002,0.06,0.52,30,25,41,58
"1146",1146,0,0,2.34,0.029,12.63,91,0.84,0.04,0.04,-0.33,-0.02,6e-04,-5e-04,-0.005,0.057,0.2,46,40,78,82
"1147",1147,0,0,3.18,0.059,12.61,40,0.89,0.01,0.08,0.14,-0.09,-3e-04,-9e-04,0.002,0.077,1,30,32,51,40
"1148",1148,0,0,1.32,0.02,3.86,86,0.86,0.06,0.05,-0.27,0.1,0,-5e-04,0.003,0.034,1.93,48,45,69,47
"1149",1149,0,0,2.28,0.027,11.63,76,0.99,0.09,0.07,0.33,0.09,-6e-04,-1e-04,-0.003,0.067,0.72,49,47,59,67
"1150",1150,0,0,2.43,0.001,2.17,98,0.97,0.06,0.05,-0.45,-0.09,-6e-04,7e-04,-0.004,0.092,1.73,48,35,69,85
"1151",1151,0,0,1.35,0.024,17.37,54,0.85,-0.08,0.06,-0.12,0.05,0,3e-04,0.002,0.085,1.63,28,29,69,55
"1152",1152,0,0,2.89,-0.005,9.64,92,0.98,-0.05,0,-0.2,0.03,-6e-04,2e-04,0.003,0.062,0.49,27,41,88,58
"1153",1153,0,0,3.69,0.002,18.6,89,1,-0.06,-0.04,-0.32,0.09,9e-04,1e-04,0.002,0.094,1.35,45,31,67,42
"1154",1154,0,0,2.15,0.009,19.67,68,0.99,0.03,0.04,-0.14,-0.01,-1e-04,0,0.003,0.053,1.07,46,41,67,61
"1155",1155,0,0,2.25,0.005,14.81,73,0.97,-0.06,-0.05,0.25,0.03,-7e-04,4e-04,0.005,0.092,1.57,26,36,56,90
"1156",1156,0,0,2.61,0.004,6.64,63,0.84,-0.07,-0.07,0.5,0.03,-1e-04,9e-04,0.002,0.037,0.9,33,31,87,57
"1157",1157,0,0,2.62,0.036,0.18,63,0.98,0.05,0.1,0.47,-0.1,-3e-04,9e-04,-0.001,0.083,1.4,29,35,70,39
"1158",1158,0,0,2.32,0.036,16.21,75,0.91,-0.04,-0.05,-0.22,-0.05,6e-04,-6e-04,0,0.084,1.69,26,34,82,81
"1159",1159,0,0,1.26,0.055,10.36,92,0.98,-0.05,0.09,-0.32,0.03,3e-04,5e-04,0.002,0.043,1.92,29,45,43,82
"1160",1160,0,0,1.6,0.008,9,52,0.89,0.04,-0.1,0.49,0.06,6e-04,-3e-04,-0.003,0.031,0.57,30,37,67,83
"1161",1161,0,0,0.93,0.002,5.17,71,0.9,0.01,-0.04,0.49,0.1,1e-04,-8e-04,-0.004,0.087,0.7,28,36,48,37
"1162",1162,0,0,3.68,0.036,12.92,56,0.95,0.02,-0.06,0.04,0.06,-9e-04,-7e-04,0.003,0.076,0.82,36,49,70,30
"1163",1163,0,0,1.22,0.05,3.3,54,0.87,0.08,0.03,0.27,-0.03,1e-04,-7e-04,-0.004,0.069,1.7,35,28,37,95
"1164",1164,0,0,2.24,0.059,13.92,83,0.89,-0.02,-0.01,0.13,0.04,-9e-04,4e-04,0.002,0.044,1.95,44,31,75,43
"1165",1165,0,0,2.05,0.017,16.36,51,0.91,-0.07,0.05,0.29,0.09,0.001,0,-0.005,0.047,1.47,46,33,84,81
"1166",1166,0,0,1.47,0.06,19.54,60,0.98,0,-0.1,-0.5,-0.02,9e-04,-8e-04,0.001,0.079,0.06,32,47,68,30
"1167",1167,0,0,3.74,0.062,6.09,75,0.86,0.03,-0.03,-0.09,-0.04,5e-04,5e-04,0.001,0.043,1.15,48,30,49,90
"1168",1168,0,0,2.95,0.026,0.85,74,0.86,-0.08,0.01,0.04,-0.03,8e-04,-9e-04,0.004,0.092,0.25,34,38,71,51
"1169",1169,0,0,2.84,0.068,18.74,66,0.93,0.03,0.03,-0.45,-0.07,2e-04,-5e-04,-0.004,0.081,1.88,39,26,79,58
"1170",1170,0,0,2.53,0.029,14.16,39,0.84,0,0.07,-0.14,-0.02,-0.001,-2e-04,0.003,0.033,1.51,36,44,61,85
"1171",1171,0,0,2.53,0.048,17.62,72,0.99,0,-0.09,-0.25,-0.04,0,-0.001,0,0.087,0.36,38,46,30,65
"1172",1172,0,0,1.97,0.055,19.96,72,0.97,-0.08,-0.06,0.2,0.06,5e-04,7e-04,-0.001,0.064,0.2,49,40,50,70
"1173",1173,0,0,1.51,0.033,11.9,70,0.81,0.08,-0.05,-0.26,0.07,0,3e-04,0.004,0.054,1.16,43,49,40,71
"1174",1174,0,0,1.28,0.031,10.27,42,0.97,-0.03,0,0.05,0,-6e-04,8e-04,0.004,0.033,0.87,30,48,60,93
"1175",1175,0,0,1.22,0.061,10.69,55,0.81,-0.04,0.07,0.06,0.08,-9e-04,0,-0.004,0.086,0.45,30,49,44,95
"1176",1176,0,0,1.69,0.025,8.51,53,0.83,0.07,0.03,-0.3,0.05,4e-04,-7e-04,0,0.091,1.76,29,49,33,45
"1177",1177,0,0,2.3,0.039,7.61,99,0.82,0.05,0.05,0.32,0.04,8e-04,-8e-04,-0.001,0.043,0.85,41,44,46,28
"1178",1178,0,0,3.74,0.044,14.53,92,0.84,0.01,0.03,0.33,-0.1,-6e-04,-9e-04,-0.001,0.076,0.59,39,49,39,60
"1179",1179,0,0,1.98,0.029,8.78,34,0.97,0.07,-0.09,-0.14,0.04,3e-04,9e-04,0.002,0.07,1.67,28,50,86,45
"1180",1180,0,0,3.13,0.011,6.02,49,0.94,0.06,0,0.11,0.05,7e-04,-7e-04,-0.005,0.073,1.38,26,41,38,53
"1181",1181,0,0,1.93,0.001,7.9,74,0.94,-0.04,-0.03,-0.32,-0.07,8e-04,-4e-04,0.004,0.099,1.87,33,46,70,65
"1182",1182,0,0,3.6,0.005,6.39,39,0.95,0,-0.06,-0.38,-0.09,8e-04,9e-04,-0.002,0.032,0.85,41,25,43,31
"1183",1183,0,0,1.43,-0.001,0.21,35,0.85,-0.09,0.01,0.08,-0.02,9e-04,7e-04,0.003,0.075,1.59,45,45,40,73
"1184",1184,0,0,3.58,0.028,7.16,47,0.94,0.1,-0.08,0.37,0.01,0.001,1e-04,0.005,0.061,0.26,44,41,72,47
"1185",1185,0,0,1.56,0.032,5.13,94,0.95,-0.05,-0.05,0.29,0.09,5e-04,2e-04,-0.002,0.093,1.46,28,44,65,41
"1186",1186,0,0,3.15,0.066,6.12,77,0.98,-0.04,-0.08,-0.1,-0.06,3e-04,8e-04,-0.001,0.063,1.52,42,37,69,85
"1187",1187,0,0,1.2,0.024,3.49,43,0.89,-0.04,0.01,0.22,0,1e-04,-4e-04,-0.002,0.038,0.36,33,29,36,25
"1188",1188,0,0,1.24,0.027,1.8,90,0.87,0.07,-0.06,0.04,-0.07,0,-6e-04,0.005,0.073,1.62,38,30,74,61
"1189",1189,0,0,1.71,0.005,8,87,0.94,0.07,0.09,-0.13,0.03,-9e-04,-9e-04,-0.005,0.057,0.09,41,36,78,56
"1190",1190,0,0,1.76,0.003,11.21,41,0.87,0.07,0.03,0.47,0.06,-8e-04,6e-04,-0.003,0.03,1.04,35,33,28,45
"1191",1191,0,0,2.54,-0.004,2.06,76,0.9,-0.1,-0.01,-0.07,0.06,-2e-04,-5e-04,-0.001,0.03,0.25,43,40,88,93
"1192",1192,0,0,2.82,-0.002,8.84,84,0.86,0.07,0.08,-0.33,0.02,8e-04,0,-0.004,0.097,0.22,27,27,27,94
"1193",1193,0,0,2.37,-0.004,4.77,35,0.88,-0.07,-0.09,0.48,0.01,-2e-04,-2e-04,0.005,0.073,0.61,28,46,26,76
"1194",1194,0,0,3.16,0.06,4.26,62,0.88,0.08,0.1,0.03,0.05,4e-04,-8e-04,0,0.084,0.5,33,38,33,66
"1195",1195,0,0,3.44,0.028,19.03,84,0.84,0.08,-0.08,-0.44,-0.04,7e-04,-8e-04,0.001,0.068,0.2,32,40,31,52
"1196",1196,0,0,1.08,0.014,6.92,77,0.8,0.02,-0.06,-0.25,0.06,5e-04,0,-0.001,0.051,0.51,49,42,63,29
"1197",1197,0,0,2.9,0.039,1.12,100,0.86,0.04,0.07,0.24,-0.01,5e-04,6e-04,0.002,0.048,0.25,44,41,84,90
"1198",1198,0,0,2.39,0.018,2.76,72,0.88,0.1,0.03,-0.25,-0.02,4e-04,-6e-04,-0.003,0.096,0.37,30,28,64,86
"1199",1199,0,0,2.95,0.009,9.33,45,0.93,0.08,0.09,0.42,-0.09,2e-04,9e-04,-0.002,0.087,1.93,30,30,45,62
"1200",1200,0,0,2.99,0.044,7.47,74,0.96,0.04,-0.08,-0.22,0.04,4e-04,5e-04,0,0.085,1.73,37,29,44,28
"1201",1201,0,0,2.9,0.061,2.94,90,0.87,0.06,0,0.46,0,-4e-04,-5e-04,-0.002,0.06,1.03,29,32,89,25
"1202",1202,0,0,3.59,0.047,2.24,95,0.99,-0.05,0.09,0.14,-0.01,6e-04,8e-04,-0.004,0.033,0.5,48,42,80,93
"1203",1203,0,0,2.89,0.07,4.05,36,0.91,0.07,0.07,0.08,0.09,3e-04,-4e-04,-0.002,0.094,0.73,36,32,65,59
"1204",1204,0,0,3.2,0.07,13.3,39,0.82,-0.08,0.01,-0.24,0.01,1e-04,-5e-04,-0.003,0.065,1.11,32,43,56,49
"1205",1205,0,0,2.44,0.012,11.4,70,0.86,-0.1,0.02,-0.07,0.03,4e-04,-0.001,0,0.065,1.57,47,30,92,44
"1206",1206,0,0,2.59,0.059,14.21,63,0.87,0.08,-0.05,-0.31,-0.09,5e-04,5e-04,0.004,0.064,0.5,49,28,25,35
"1207",1207,0,0,3.69,0.064,6.82,82,0.93,-0.07,0.1,0.02,-0.02,-6e-04,-5e-04,0.004,0.087,0.9,45,43,78,71
"1208",1208,0,0,2.26,0.009,13.95,73,0.87,0,-0.01,-0.29,0.04,4e-04,8e-04,-0.003,0.05,0.39,27,47,55,86
"1209",1209,0,0,0.98,-0.001,9.71,54,0.91,0.06,-0.08,0.3,-0.06,-5e-04,9e-04,0,0.045,0.43,34,46,75,89
"1210",1210,0,0,2.27,0.052,17.2,41,0.96,0.06,0.04,0.31,-0.02,-7e-04,-1e-04,0.003,0.095,1.66,44,40,34,59
"1211",1211,0,0,2.58,0.048,9.26,41,1,-0.01,-0.01,0.26,0.05,0,1e-04,-0.003,0.064,1.78,37,33,51,71
"1212",1212,0,0,3.08,0.038,16.95,64,0.91,-0.07,0.05,-0.27,0.1,0,0,0.003,0.071,0.05,30,42,42,26
"1213",1213,0,0,3.19,0.031,15.35,96,0.84,0.02,0.06,0.31,0.07,-0.001,7e-04,0.001,0.053,0.56,38,27,79,42
"1214",1214,0,0,1.74,0.036,6.63,53,0.95,0.08,0.07,-0.17,-0.1,-8e-04,2e-04,0.001,0.075,1.15,31,34,90,55
"1215",1215,0,0,3.63,0.019,19.94,37,0.95,-0.1,-0.05,-0.31,-0.06,4e-04,0,0.003,0.098,0.11,39,31,81,81
"1216",1216,0,0,1.45,0.057,5.89,66,0.84,0.02,-0.01,0.46,-0.02,-0.001,7e-04,0.002,0.095,1.52,30,42,92,57
"1217",1217,0,0,2.36,0.056,10.34,97,0.98,-0.03,-0.03,-0.21,0.09,4e-04,1e-04,-0.001,0.087,1.98,25,28,45,87
"1218",1218,0,0,2.89,0.031,9.9,44,0.98,0.07,-0.06,-0.36,-0.05,3e-04,6e-04,0,0.052,0.58,33,48,65,50
"1219",1219,0,0,3.59,0.047,15.12,78,0.96,0.09,0.04,-0.33,-0.05,-0.001,-8e-04,0.001,0.045,1.21,28,48,91,49
"1220",1220,0,0,1.63,0.012,12.77,40,0.82,-0.09,0.1,-0.07,0.09,-8e-04,8e-04,0.003,0.057,1.13,42,40,92,36
"1221",1221,0,0,1.49,0.025,15.74,75,0.89,-0.07,-0.02,-0.09,0.07,-6e-04,-8e-04,-0.003,0.035,0.21,43,42,51,32
"1222",1222,0,0,2.33,0.033,0.68,57,0.97,0.09,0.09,-0.4,-0.09,6e-04,-6e-04,0.004,0.079,1.81,45,27,90,86
"1223",1223,0,0,2.99,0.049,4.76,47,0.96,-0.02,0.08,-0.49,0.1,0,6e-04,-0.001,0.049,0.02,40,44,73,26
"1224",1224,0,0,3.22,0.068,2.81,59,0.88,0.04,0.08,-0.33,-0.04,-2e-04,0,0.003,0.091,0.67,33,28,68,51
"1225",1225,0,0,2.63,0.014,8.21,55,0.87,-0.02,-0.09,-0.37,-0.02,-4e-04,-2e-04,0.002,0.078,0.21,33,42,29,44
"1226",1226,0,0,3.29,-0.001,3.46,69,0.94,-0.07,0.04,0.46,-0.06,8e-04,-1e-04,-0.005,0.051,1.95,37,31,31,43
"1227",1227,0,0,2.95,0.012,4.02,92,0.94,0.04,0.05,-0.46,-0.06,-5e-04,-2e-04,0,0.034,0.29,29,35,32,92
"1228",1228,0,0,2.03,0.003,0.41,86,0.87,0.05,-0.08,0.38,-0.08,-8e-04,1e-04,-0.001,0.066,0.4,26,31,75,79
"1229",1229,0,0,0.9,0.002,18.58,84,0.87,0.09,-0.04,0.3,-0.06,5e-04,-3e-04,-0.001,0.087,1,44,29,91,64
"1230",1230,0,0,1.7,0.062,17.48,80,0.94,-0.1,-0.02,-0.35,-0.04,-9e-04,0,-0.003,0.062,0.57,46,50,30,50
"1231",1231,0,0,1.67,0.015,19.62,78,0.81,-0.08,0.06,-0.27,0.04,9e-04,1e-04,-0.003,0.071,0.5,50,28,95,76
"1232",1232,0,0,2.96,0.018,6.97,97,0.88,0.08,0.01,0.31,0.05,8e-04,6e-04,0.002,0.057,0.53,42,30,91,49
"1233",1233,0,0,3.28,0.037,17.24,63,0.81,0.08,0.02,-0.37,-0.1,-4e-04,3e-04,-0.002,0.032,0.1,27,41,46,78
"1234",1234,0,0,2.73,0.041,4.91,63,0.93,0.07,-0.03,-0.5,0.03,-3e-04,9e-04,0.005,0.036,0.82,37,33,68,81
"1235",1235,0,0,2.6,0.022,10,94,0.92,-0.08,0,0,-0.05,-3e-04,-5e-04,0.005,0.059,0.56,36,30,73,85
"1236",1236,0,0,1.59,0.053,9.99,71,0.85,-0.02,-0.02,0.33,-0.08,7e-04,7e-04,0.002,0.053,1.69,29,35,29,91
"1237",1237,0,0,2.87,0.017,17.57,62,0.96,-0.05,-0.08,-0.49,-0.09,3e-04,-2e-04,0.004,0.039,1.13,44,47,57,74
"1238",1238,0,0,3.25,0.035,1.93,87,0.95,-0.05,-0.06,-0.37,-0.06,-3e-04,4e-04,0.003,0.065,0.98,26,42,86,52
"1239",1239,0,0,3.21,0.047,5.16,71,0.83,-0.01,0.02,0.3,0.08,-3e-04,6e-04,0.003,0.062,0.49,31,29,91,71
"1240",1240,0,0,1,0.026,3.7,41,0.84,-0.06,0.03,0.36,-0.09,-3e-04,-8e-04,0.004,0.049,0.1,38,33,29,43
"1241",1241,0,0,1.37,0.067,17.74,65,0.97,0,-0.01,-0.31,0.02,-8e-04,-3e-04,0.002,0.059,0.88,41,32,95,57
"1242",1242,0,0,3.74,0.038,1.16,34,0.97,-0.03,-0.07,0.06,0.03,9e-04,1e-04,-0.004,0.096,0.94,36,47,58,36
"1243",1243,0,0,2.66,0.003,5.99,37,0.91,-0.07,-0.07,-0.21,-0.05,7e-04,5e-04,-0.001,0.04,1.96,26,39,50,80
"1244",1244,0,0,1.73,0.043,9.95,86,0.96,0.07,0.08,-0.23,-0.05,1e-04,-5e-04,0.002,0.035,0.66,44,47,62,78
"1245",1245,0,0,2.5,0.003,2.9,68,0.87,0.03,0.03,-0.26,-0.07,5e-04,8e-04,0.003,0.044,1.39,35,50,44,61
"1246",1246,0,0,0.93,0.018,5.31,53,0.99,-0.05,-0.04,0.04,-0.1,-0.001,0.001,0.002,0.057,1.39,49,39,54,26
"1247",1247,0,0,2.03,0.014,18.93,60,0.87,0.04,0.05,-0.46,0.03,5e-04,3e-04,0.005,0.044,0.9,42,26,77,53
"1248",1248,0,0,2.48,0,19.67,84,0.84,0.05,0.01,0.17,-0.03,3e-04,7e-04,-0.003,0.091,0.54,49,39,47,49
"1249",1249,0,0,3.25,-0.005,12.5,91,0.98,0.09,-0.06,-0.16,-0.06,0,-2e-04,0.003,0.066,1.68,31,38,82,30
"1250",1250,0,0,1.8,0.025,17.33,87,0.97,-0.05,0.06,-0.13,0.06,-5e-04,6e-04,-0.004,0.074,1.72,41,26,29,57
"1251",1251,0,0,1.34,0.023,8.3,69,0.97,-0.09,0.07,0.12,-0.01,-4e-04,4e-04,0,0.097,1.66,47,38,93,48
"1252",1252,0,0,1.2,0.034,19.57,98,0.84,0.04,0.07,-0.2,0.08,1e-04,7e-04,0,0.087,0.61,41,27,74,31
"1253",1253,0,0,3.15,0.029,6.5,54,0.82,0.06,-0.02,-0.44,-0.05,-5e-04,7e-04,-0.002,0.099,1.47,34,39,88,33
"1254",1254,0,0,1.3,0.038,12.24,46,0.92,-0.01,-0.06,0.36,0.08,-2e-04,-1e-04,0.003,0.093,0.56,29,30,90,73
"1255",1255,0,0,2.2,0.058,8.72,96,0.84,-0.01,0.03,0.25,0.07,9e-04,2e-04,0.002,0.097,1.39,32,30,94,57
"1256",1256,0,0,1.16,-0.004,4.6,73,0.98,-0.01,0.09,0.46,0.03,1e-04,-6e-04,0.003,0.048,1.02,47,32,89,61
"1257",1257,0,0,2.17,0.012,10.58,65,0.91,0.04,0.06,0.35,-0.07,9e-04,9e-04,-0.002,0.035,0.97,32,33,64,59
"1258",1258,0,0,1.38,0.04,4.75,80,0.8,0.04,-0.02,0.15,0.05,-3e-04,-4e-04,-0.001,0.048,0.96,37,40,61,78
"1259",1259,0,0,2.26,0.027,10.09,45,0.84,0.07,0.06,0.02,-0.05,-4e-04,4e-04,-0.003,0.053,1.08,50,25,45,29
"1260",1260,0,0,1.17,0.042,2.26,53,0.97,-0.04,-0.08,-0.08,0.08,1e-04,7e-04,0,0.08,0.49,35,36,37,34
"1261",1261,0,0,1.11,0.057,16.03,80,0.85,-0.02,0.06,0.07,-0.05,8e-04,1e-04,0.004,0.057,1.01,40,45,61,91
"1262",1262,0,0,1.93,0.011,7.69,91,0.92,0.06,-0.09,-0.04,0.05,-6e-04,-5e-04,0.001,0.099,1.62,34,29,67,60
"1263",1263,0,0,2.28,-0.003,19.81,96,0.97,0.09,-0.06,-0.01,0.08,-6e-04,4e-04,0.004,0.064,0.49,35,35,31,53
"1264",1264,0,0,2.6,0.062,11.33,51,0.92,-0.08,0.02,-0.25,0.09,-3e-04,-0.001,0.002,0.051,0.49,43,37,47,83
"1265",1265,0,0,2.54,0.019,3.39,85,0.81,0.03,-0.04,-0.3,-0.05,-4e-04,-2e-04,0,0.037,1.04,47,33,77,74
"1266",1266,0,0,1.12,0.029,10.47,48,0.93,0.02,0.05,0.25,0.08,0.001,3e-04,-0.004,0.064,1.67,45,35,63,60
"1267",1267,0,0,1.87,0.059,0.14,61,0.88,0.08,0,-0.01,0.06,-6e-04,-9e-04,0.001,0.043,1.79,26,36,93,75
"1268",1268,0,0,3.42,0.044,0.03,100,0.81,0.09,0,-0.13,-0.04,-2e-04,-7e-04,-0.001,0.066,1.63,30,36,30,72
"1269",1269,0,0,2.68,0.045,17.04,67,0.86,-0.09,0.09,0.38,0.09,2e-04,5e-04,-0.002,0.086,1.44,35,38,28,85
"1270",1270,0,0,2.57,0.036,11.89,66,0.9,-0.03,0.05,0.08,0.03,2e-04,5e-04,0.005,0.052,1.55,36,37,95,61
"1271",1271,0,0,1.9,0.062,7.73,88,0.91,0.05,-0.08,-0.31,-0.04,-1e-04,5e-04,-0.001,0.07,0.33,35,38,32,37
"1272",1272,0,0,3.78,0.023,5.02,51,0.89,0.01,-0.1,0.45,-0.03,-4e-04,-7e-04,0.005,0.047,0.61,40,39,77,52
"1273",1273,0,0,1.43,0.054,4.69,92,0.89,-0.03,-0.04,-0.27,-0.03,9e-04,6e-04,0.003,0.084,0.75,26,47,26,87
"1274",1274,0,0,3.19,0.042,6.17,66,0.82,-0.03,0.04,-0.08,0.03,5e-04,7e-04,-0.005,0.083,1.77,37,26,53,52
"1275",1275,0,0,1.44,0.007,3.37,56,0.89,-0.02,0.08,0.33,0,2e-04,5e-04,0.001,0.069,1.87,42,49,38,83
"1276",1276,0,0,1.7,0.039,14.28,33,1,0.03,0.05,0.09,-0.07,6e-04,9e-04,-0.003,0.034,1.9,33,32,51,81
"1277",1277,0,0,2.62,0.066,18.99,42,0.98,-0.01,-0.01,0.45,-0.08,8e-04,-6e-04,0,0.099,1.31,27,28,47,67
"1278",1278,0,0,2.39,0.026,7.52,78,0.9,-0.05,-0.02,0.18,0.06,-8e-04,-3e-04,-0.002,0.095,0.36,34,38,56,95
"1279",1279,0,0,3.4,0.022,14.45,61,0.99,0.05,-0.04,-0.39,-0.06,4e-04,1e-04,-0.001,0.097,0.27,45,27,38,44
"1280",1280,0,0,2.61,0.058,8.54,40,0.97,0,-0.09,0.28,-0.01,7e-04,-7e-04,0.004,0.033,0.33,38,49,64,51
"1281",1281,0,0,1.14,0.032,18.68,39,0.97,0.06,0.04,0.34,-0.01,-8e-04,1e-04,0.004,0.082,0.22,44,39,37,69
"1282",1282,0,0,1.48,0.032,16.38,37,0.95,0,0,0.42,0.05,8e-04,7e-04,0.001,0.051,0.59,33,38,63,65
"1283",1283,0,0,3.01,0.047,1.91,63,0.89,-0.09,-0.06,-0.31,-0.04,2e-04,7e-04,0.004,0.088,1.86,45,43,59,26
"1284",1284,0,0,1.97,0.014,18.73,100,0.86,0.01,0.04,0.33,0.03,-6e-04,-9e-04,0.004,0.071,0.41,47,29,34,60
